"ID"	"adj.P.Val"	"P.Value"	"miRNA_ID_LIST"	"SPOT_ID"
"rno-miR-146b_st"	"0.076001"	"9.63e-04"	"rno-mir-146b"	""
"bta-miR-27a-3p_st"	"0.076081"	"9.70e-04"	"bta-mir-27a"	""
"oan-miR-182_st"	"0.076081"	"9.72e-04"	"oan-mir-182"	""
"dre-miR-20a_st"	"0.076081"	"9.73e-04"	"dre-mir-20a"	""
"mmu-miR-20a_st"	"0.076382"	"9.83e-04"	"mmu-mir-20a"	""
"pma-miR-200b_st"	"0.076382"	"9.83e-04"	"pma-mir-200b"	""
"ath-miR394a_st"	"0.076556"	"9.92e-04"	"ath-MIR394a"	""
"mml-miR-92a_st"	"0.076556"	"9.94e-04"	"mml-mir-92a-1 // mml-mir-92a-2"	""
"pma-miR-20a_st"	"0.076556"	"9.95e-04"	"pma-mir-20a"	""
"lgi-miR-10_st"	"0.076696"	"1.00e-03"	"lgi-mir-10"	""
"mmu-miR-199b_st"	"0.076696"	"1.00e-03"	"mmu-mir-199b"	""
"dps-miR-92a_st"	"0.076783"	"1.01e-03"	"dps-mir-92a"	""
"gga-miR-21_st"	"0.077502"	"1.02e-03"	"gga-mir-21"	""
"mgU12-22-U4-8_s_st"	"0.077593"	"1.03e-03"	""	"scaRna: mgU12-22-U4-8"
"ppa-miR-130a_st"	"0.077593"	"1.03e-03"	"ppa-mir-130a"	""
"der-miR-311a_st"	"0.077593"	"1.03e-03"	"der-mir-311a"	""
"gga-let-7i_st"	"0.077593"	"1.03e-03"	"gga-let-7i"	""
"sla-miR-17-5p_st"	"0.077593"	"1.04e-03"	"sla-mir-17"	""
"ptr-miR-150_st"	"0.077742"	"1.04e-03"	"ptr-mir-150"	""
"ppy-miR-106a_st"	"0.077742"	"1.06e-03"	"ppy-mir-106a"	""
"oan-miR-92a_st"	"0.077742"	"1.06e-03"	"oan-mir-92a-1 // oan-mir-92a-2"	""
"mml-miR-199a_st"	"0.077742"	"1.06e-03"	"mml-mir-199a-1"	""
"bta-miR-21_st"	"0.077742"	"1.06e-03"	"bta-mir-21"	""
"rno-miR-505-star_st"	"0.077742"	"1.06e-03"	"rno-mir-505"	""
"sme-miR-125b_st"	"0.077742"	"1.06e-03"	"sme-mir-125b"	""
"mdo-miR-92_st"	"0.077742"	"1.06e-03"	"mdo-mir-92"	""
"ppa-miR-17-5p_st"	"0.077742"	"1.07e-03"	"ppa-mir-17"	""
"eca-miR-199b-3p_st"	"0.077788"	"1.07e-03"	"eca-mir-199b"	""
"mdo-miR-106_st"	"0.078723"	"1.09e-03"	"mdo-mir-106"	""
"rco-miR166e_st"	"0.078723"	"1.09e-03"	"rco-MIR166e"	""
"mml-miR-17-5p_st"	"0.078723"	"1.09e-03"	"mml-mir-17"	""
"age-miR-92_st"	"0.078723"	"1.10e-03"	"age-mir-92-1 // age-mir-92-2"	""
"hsa-miR-4725-3p_st"	"0.079335"	"1.11e-03"	"hsa-mir-4725"	""
"ppy-miR-199a-5p_st"	"0.079335"	"1.11e-03"	"ppy-mir-199a-2"	""
"hvu-miR171_st"	"0.079335"	"1.12e-03"	"hvu-MIR171"	""
"HBII-166_st"	"0.079335"	"1.12e-03"	""	"CDBox: HBII-166"
"mdo-miR-17-5p_st"	"0.07948"	"1.12e-03"	"mdo-mir-17"	""
"eca-miR-17_st"	"0.07972"	"1.13e-03"	"eca-mir-17"	""
"rno-miR-31_st"	"0.07972"	"1.13e-03"	"rno-mir-31"	""
"ppy-let-7i_st"	"0.080807"	"1.15e-03"	"ppy-let-7i"	""
"aly-miR394b_st"	"0.081234"	"1.16e-03"	"aly-MIR394b"	""
"hsa-miR-150_st"	"0.081234"	"1.16e-03"	"hsa-mir-150"	""
"rno-miR-378_st"	"0.081406"	"1.17e-03"	"rno-mir-378"	""
"hsv1-miR-H16_st"	"0.081406"	"1.17e-03"	"hsv1-mir-H16"	""
"mtr-miR166d_st"	"0.083544"	"1.21e-03"	"mtr-MIR166d"	""
"xtr-miR-199a_st"	"0.084189"	"1.22e-03"	"xtr-mir-199a"	""
"xtr-miR-199a-star_st"	"0.08463"	"1.23e-03"	"xtr-mir-199a"	""
"mmu-miR-423-5p_st"	"0.08463"	"1.23e-03"	"mmu-mir-423"	""
"bta-miR-130a_st"	"0.08463"	"1.24e-03"	"bta-mir-130a"	""
"xtr-miR-30a-5p_st"	"0.08463"	"1.24e-03"	"xtr-mir-30a"	""
"rno-miR-224_st"	"0.084662"	"1.24e-03"	"rno-mir-224"	""
"dre-miR-199-star_st"	"0.084803"	"1.25e-03"	"dre-mir-199-1 // dre-mir-199-2"	""
"osa-miR2870_st"	"0.085061"	"1.25e-03"	"osa-MIR2870"	""
"sla-miR-92_st"	"0.085267"	"1.26e-03"	"sla-mir-92-1 // sla-mir-92-2"	""
"ath-miR160b_st"	"0.085283"	"1.26e-03"	"ath-MIR160b"	""
"ptr-miR-17-3p_st"	"0.085446"	"1.27e-03"	"ptr-mir-17"	""
"hp_mmu-mir-378b_x_st"	"0.085446"	"1.29e-03"	""	"stem-loop: mmu-mir-378b"
"xtr-miR-31_st"	"0.085446"	"1.29e-03"	"xtr-mir-31"	""
"rno-miR-339-3p_st"	"0.085446"	"1.29e-03"	"rno-mir-339"	""
"bdi-miR164e_st"	"0.085446"	"1.29e-03"	"bdi-MIR164e"	""
"gga-miR-199-star_st"	"0.085446"	"1.30e-03"	"gga-mir-199-1 // gga-mir-199-2"	""
"bta-miR-2893_st"	"0.085446"	"1.30e-03"	"bta-mir-2893"	""
"ssc-miR-106a_st"	"0.085446"	"1.30e-03"	"ssc-mir-106a"	""
"nve-miR-2024c_st"	"0.085446"	"1.30e-03"	"nve-mir-2024c"	""
"mml-miR-199a-5p_st"	"0.085446"	"1.31e-03"	"mml-mir-199a-2"	""
"bta-miR-199a-3p_st"	"0.085446"	"1.31e-03"	"bta-mir-199a-1 // bta-mir-199a-2"	""
"mmu-miR-199a-5p_st"	"0.085446"	"1.31e-03"	"mmu-mir-199a-1 // mmu-mir-199a-2"	""
"cfa-miR-193b_st"	"0.085446"	"1.31e-03"	"cfa-mir-193b"	""
"hsa-miR-301a_st"	"0.086059"	"1.33e-03"	"hsa-mir-301a"	""
"oan-miR-155_st"	"0.086059"	"1.33e-03"	"oan-mir-155"	""
"rno-miR-199a-3p_st"	"0.086059"	"1.33e-03"	"rno-mir-199a"	""
"mml-miR-130a_st"	"0.086059"	"1.33e-03"	"mml-mir-130a"	""
"aly-miR4224_st"	"0.086417"	"1.34e-03"	"aly-MIR4224"	""
"rno-miR-132_st"	"0.086417"	"1.35e-03"	"rno-mir-132"	""
"ggo-miR-18_st"	"0.086906"	"1.36e-03"	"ggo-mir-18"	""
"ggo-miR-31_st"	"0.086963"	"1.37e-03"	"ggo-mir-31"	""
"ptc-miR160d_st"	"0.086963"	"1.37e-03"	"ptc-MIR160d"	""
"ptr-miR-199b_st"	"0.086963"	"1.37e-03"	"ptr-mir-199b"	""
"tcc-miR166b_st"	"0.087229"	"1.38e-03"	"tcc-MIR166b"	""
"hvu-miR166c_st"	"0.087229"	"1.38e-03"	"hvu-MIR166c"	""
"tni-miR-20_st"	"0.087229"	"1.38e-03"	"tni-mir-20"	""
"hsa-miR-3591-5p_st"	"0.088031"	"1.41e-03"	"hsa-mir-3591"	""
"ath-miR395f_st"	"0.088031"	"1.41e-03"	"ath-MIR395f"	""
"hsa-miR-194-star_st"	"0.088031"	"1.41e-03"	"hsa-mir-194-2"	""
"hp_rno-mir-3556b_st"	"0.088031"	"1.42e-03"	""	"stem-loop: rno-mir-3556b"
"hsa-miR-450b-5p_st"	"0.088031"	"1.42e-03"	"hsa-mir-450b"	""
"ptr-miR-17-5p_st"	"0.088031"	"1.42e-03"	"ptr-mir-17"	""
"ppa-miR-106a_st"	"0.088031"	"1.42e-03"	"ppa-mir-106a"	""
"cin-miR-92b_st"	"0.088031"	"1.43e-03"	"cin-mir-92b"	""
"hsa-miR-146a-star_st"	"0.088331"	"1.43e-03"	"hsa-mir-146a"	""
"mmu-miR-1298-star_st"	"0.088331"	"1.44e-03"	"mmu-mir-1298"	""
"ppy-miR-139-5p_st"	"0.088331"	"1.44e-03"	"ppy-mir-139"	""
"oan-miR-192-star_st"	"0.088907"	"1.45e-03"	"oan-mir-192"	""
"age-miR-21_st"	"0.089041"	"1.46e-03"	"age-mir-21"	""
"lca-miR-92_st"	"0.089041"	"1.46e-03"	"lca-mir-92-1 // lca-mir-92-2"	""
"mml-miR-1225-5p_st"	"0.089282"	"1.48e-03"	"mml-mir-1225"	""
"cfa-miR-574_st"	"0.089282"	"1.48e-03"	"cfa-mir-574"	""
"mmu-miR-224-star_st"	"0.089282"	"1.48e-03"	"mmu-mir-224"	""
"hsa-miR-199b-3p_st"	"0.089282"	"1.49e-03"	"hsa-mir-199b"	""
"mne-miR-28_st"	"0.089282"	"1.49e-03"	"mne-mir-28"	""
"dre-miR-155_st"	"0.089282"	"1.49e-03"	"dre-mir-155"	""
"mdv2-miR-M30-star_st"	"0.089282"	"1.50e-03"	"mdv2-mir-M30"	""
"U41_x_st"	"0.089282"	"1.50e-03"	""	"CDBox: U41"
"pma-miR-199a_st"	"0.089282"	"1.50e-03"	"pma-mir-199a"	""
"dre-miR-100_st"	"0.089282"	"1.50e-03"	"dre-mir-100-1 // dre-mir-100-2"	""
"hsa-miR-199a-3p_st"	"0.089947"	"1.52e-03"	"hsa-mir-199a-1 // hsa-mir-199a-2"	""
"bta-miR-18b_st"	"0.089947"	"1.52e-03"	"bta-mir-18b"	""
"tgu-miR-21_st"	"0.090065"	"1.53e-03"	"tgu-mir-21"	""
"rno-miR-30a-star_st"	"0.090065"	"1.53e-03"	"rno-mir-30a"	""
"ptr-miR-199a-5p_st"	"0.090065"	"1.53e-03"	"ptr-mir-199a-2"	""
"oan-miR-199_st"	"0.090316"	"1.54e-03"	"oan-mir-199"	""
"ggo-miR-199a_st"	"0.09081"	"1.55e-03"	"ggo-mir-199a"	""
"ssc-miR-17-5p_st"	"0.091008"	"1.57e-03"	"ssc-mir-17"	""
"ppy-miR-1228_st"	"0.091008"	"1.57e-03"	"ppy-mir-1228"	""
"dse-miR-92a_st"	"0.091008"	"1.57e-03"	"dse-mir-92a"	""
"mne-miR-92_st"	"0.091008"	"1.57e-03"	"mne-mir-92"	""
"sla-miR-199a_st"	"0.091008"	"1.58e-03"	"sla-mir-199a"	""
"ENSG00000238437_st"	"0.091116"	"1.59e-03"	""	"snoRNA: ENSG00000238437"
"ath-miR165b_st"	"0.091116"	"1.59e-03"	"ath-MIR165b"	""
"rno-miR-150-star_st"	"0.091116"	"1.59e-03"	"rno-mir-150"	""
"gga-miR-130a_st"	"0.091116"	"1.59e-03"	"gga-mir-130a"	""
"tca-miR-2944a-3p_st"	"0.0913"	"1.60e-03"	"tca-mir-2944a"	""
"der-miR-92a_st"	"0.0913"	"1.61e-03"	"der-mir-92a"	""
"mdo-miR-132_st"	"0.0913"	"1.61e-03"	"mdo-mir-132"	""
"rno-miR-92b_st"	"0.0913"	"1.61e-03"	"rno-mir-92b"	""
"fru-miR-128_st"	"0.091368"	"1.61e-03"	"fru-mir-128-1 // fru-mir-128-2"	""
"rno-miR-409-3p_st"	"0.091368"	"1.62e-03"	"rno-mir-409"	""
"mmu-miR-92a_st"	"0.091368"	"1.63e-03"	"mmu-mir-92a-1 // mmu-mir-92a-2"	""
"rno-miR-181c_st"	"0.091368"	"1.63e-03"	"rno-mir-181c"	""
"gga-miR-155_st"	"0.091368"	"1.63e-03"	"gga-mir-155"	""
"dme-miR-4962-3p_st"	"0.091368"	"1.63e-03"	"dme-mir-4962"	""
"bta-miR-222_st"	"0.091368"	"1.64e-03"	"bta-mir-222"	""
"mmu-miR-199a-3p_st"	"0.091845"	"1.65e-03"	"mmu-mir-199a-1 // mmu-mir-199a-2"	""
"eca-miR-155_st"	"0.091845"	"1.65e-03"	"eca-mir-155"	""
"ppy-miR-199a_st"	"0.092044"	"1.66e-03"	"ppy-mir-199a"	""
"mmu-miR-483-star_st"	"0.092115"	"1.67e-03"	"mmu-mir-483"	""
"dya-miR-100_st"	"0.092115"	"1.67e-03"	"dya-mir-100"	""
"dme-miR-10-5p_st"	"0.092115"	"1.68e-03"	"dme-mir-10"	""
"cqu-miR-100_st"	"0.092115"	"1.68e-03"	"cqu-mir-100"	""
"ppa-miR-25_st"	"0.092115"	"1.68e-03"	"ppa-mir-25"	""
"hsa-miR-3195_st"	"0.092115"	"1.68e-03"	"hsa-mir-3195"	""
"sbi-miR394b_st"	"0.09218"	"1.69e-03"	"sbi-MIR394b"	""
"ssc-miR-199b-star_st"	"0.09218"	"1.69e-03"	"ssc-mir-199b"	""
"ppa-miR-199a_st"	"0.09218"	"1.70e-03"	"ppa-mir-199a"	""
"cre-miR1144a.2_st"	"0.09218"	"1.70e-03"	"cre-MIR1144a"	""
"ppa-miR-128_st"	"0.092717"	"1.72e-03"	"ppa-mir-128"	""
"mmu-miR-194-2-star_st"	"0.092717"	"1.72e-03"	"mmu-mir-194-2"	""
"bta-miR-130b_st"	"0.092717"	"1.72e-03"	"bta-mir-130b"	""
"hsa-miR-378c_st"	"0.092717"	"1.73e-03"	"hsa-mir-378c"	""
"rno-miR-222_st"	"0.092717"	"1.73e-03"	"rno-mir-222"	""
"nlo-miR-92a_st"	"0.092717"	"1.73e-03"	"nlo-mir-92a"	""
"ppy-miR-125a-3p_st"	"0.092717"	"1.73e-03"	"ppy-mir-125a"	""
"hsa-miR-2355-5p_st"	"0.092875"	"1.74e-03"	"hsa-mir-2355"	""
"ppy-miR-30a-3p_st"	"0.092875"	"1.75e-03"	"ppy-mir-30a"	""
"hsa-miR-574-3p_st"	"0.092875"	"1.75e-03"	"hsa-mir-574"	""
"ath-miR394b_st"	"0.093"	"1.75e-03"	"ath-MIR394b"	""
"cbr-miR-784_st"	"0.093204"	"1.76e-03"	"cbr-mir-784"	""
"mml-miR-150_st"	"0.093537"	"1.77e-03"	"mml-mir-150"	""
"dre-miR-181c_st"	"0.093896"	"1.78e-03"	"dre-mir-181c"	""
"pma-miR-31_st"	"0.094051"	"1.79e-03"	"pma-mir-31"	""
"ssc-miR-423-3p_st"	"0.094536"	"1.80e-03"	"ssc-mir-423"	""
"dre-miR-29b_st"	"0.094874"	"1.82e-03"	"dre-mir-29b-1 // dre-mir-29b-2 // dre-mir-29b-3"	""
"cfa-miR-221_st"	"0.094874"	"1.82e-03"	"cfa-mir-221"	""
"tni-miR-92_st"	"0.094908"	"1.83e-03"	"tni-mir-92-1 // tni-mir-92-2"	""
"dre-miR-194a_st"	"0.094908"	"1.83e-03"	"dre-mir-194a"	""
"aae-miR-92b_st"	"0.094908"	"1.83e-03"	"aae-mir-92b"	""
"mmu-miR-574-3p_st"	"0.09515"	"1.84e-03"	"mmu-mir-574"	""
"sme-miR-31b_st"	"0.095311"	"1.85e-03"	"sme-mir-31b-1 // sme-mir-31b-2 // sme-mir-31b-3"	""
"ppy-miR-452_st"	"0.095311"	"1.85e-03"	"ppy-mir-452"	""
"cfa-miR-378_st"	"0.095311"	"1.85e-03"	"cfa-mir-378"	""
"rco-miR166c_st"	"0.095311"	"1.86e-03"	"rco-MIR166c"	""
"hp_hsa-mir-3163_x_st"	"0.095311"	"1.86e-03"	""	"stem-loop: hsa-mir-3163"
"eca-miR-106a_st"	"0.095334"	"1.87e-03"	"eca-mir-106a"	""
"gga-miR-1598_st"	"0.095334"	"1.87e-03"	"gga-mir-1598"	""
"rno-miR-551b-star_st"	"0.095334"	"1.87e-03"	"rno-mir-551b"	""
"tgu-miR-199-3p_st"	"0.095365"	"1.88e-03"	"tgu-mir-199-1 // tgu-mir-199-2"	""
"hp_hsa-mir-548q_x_st"	"0.095405"	"1.88e-03"	""	"stem-loop: hsa-mir-548q"
"cin-miR-4001i-3p_st"	"0.095405"	"1.88e-03"	"cin-mir-4001i"	""
"dan-miR-100_st"	"0.09597"	"1.90e-03"	"dan-mir-100"	""
"bta-miR-2422_st"	"0.09597"	"1.90e-03"	"bta-mir-2422"	""
"tgu-miR-199-5p_st"	"0.09597"	"1.91e-03"	"tgu-mir-199-1 // tgu-mir-199-2"	""
"hsa-miR-877-star_st"	"0.096072"	"1.91e-03"	"hsa-mir-877"	""
"bta-miR-199c_st"	"0.097063"	"1.94e-03"	"bta-mir-199c"	""
"dre-miR-221_st"	"0.097063"	"1.95e-03"	"dre-mir-221"	""
"hsa-miR-24-2-star_st"	"0.097063"	"1.96e-03"	"hsa-mir-24-2"	""
"ppy-miR-509-3p_st"	"0.097063"	"1.96e-03"	"ppy-mir-509-1 // ppy-mir-509-2 // ppy-mir-509-3"	""
"bmo-miR-1a_st"	"0.097063"	"1.96e-03"	"bmo-mir-1a"	""
"eca-miR-130a_st"	"0.097063"	"1.96e-03"	"eca-mir-130a"	""
"mmu-miR-3081_st"	"0.097063"	"1.96e-03"	"mmu-mir-3081"	""
"rno-miR-139-5p_st"	"0.09739"	"1.97e-03"	"rno-mir-139"	""
"dme-miR-100-5p_st"	"0.097506"	"1.98e-03"	"dme-mir-100"	""
"mmu-miR-582-5p_st"	"0.097506"	"1.98e-03"	"mmu-mir-582"	""
"mdv1-miR-M7-star_st"	"0.097603"	"1.99e-03"	"mdv1-mir-M7"	""
"hsa-miR-199a-5p_st"	"0.097683"	"1.99e-03"	"hsa-mir-199a-1 // hsa-mir-199a-2"	""
"csi-miR166a_st"	"0.097826"	"2.00e-03"	"csi-MIR166a"	""
"xtr-miR-132_st"	"0.097826"	"2.01e-03"	"xtr-mir-132"	""
"rno-miR-1224_st"	"0.097826"	"2.01e-03"	"rno-mir-1224"	""
"ptr-miR-182_st"	"0.098761"	"2.03e-03"	"ptr-mir-182"	""
"rno-miR-1188-3p_st"	"0.099046"	"2.04e-03"	"rno-mir-1188"	""
"ssc-miR-92a_st"	"0.099046"	"2.04e-03"	"ssc-mir-92a-1 // ssc-mir-92a-2"	""
"hsa-miR-21_st"	"0.099064"	"2.05e-03"	"hsa-mir-21"	""
"bta-miR-92a_st"	"0.100226"	"2.08e-03"	"bta-mir-92a"	""
"age-miR-106a_st"	"0.100883"	"2.09e-03"	"age-mir-106a"	""
"gga-miR-1615_st"	"0.100883"	"2.10e-03"	"gga-mir-1615"	""
"ptc-miR166j_st"	"0.101055"	"2.11e-03"	"ptc-MIR166j"	""
"zma-miR166a-star_st"	"0.101055"	"2.11e-03"	"zma-MIR166a"	""
"pma-miR-199b-star_st"	"0.101055"	"2.11e-03"	"pma-mir-199b"	""
"hsa-miR-4641_st"	"0.101055"	"2.12e-03"	"hsa-mir-4641"	""
"fru-miR-199_st"	"0.101072"	"2.12e-03"	"fru-mir-199-1 // fru-mir-199-2 // fru-mir-199-3"	""
"ENSG00000238807_x_st"	"0.101163"	"2.13e-03"	""	"snoRNA: ENSG00000238807"
"rno-miR-92a_st"	"0.101163"	"2.13e-03"	"rno-mir-92a-1 // rno-mir-92a-2"	""
"ctr-miR166_st"	"0.101163"	"2.14e-03"	"ctr-MIR166"	""
"zma-miR2118d_st"	"0.101163"	"2.14e-03"	"zma-MIR2118d"	""
"tni-miR-199_st"	"0.101816"	"2.16e-03"	"tni-mir-199-1 // tni-mir-199-2 // tni-mir-199-3"	""
"hsa-miR-767-3p_st"	"0.101816"	"2.16e-03"	"hsa-mir-767"	""
"ptr-miR-31_st"	"0.102576"	"2.18e-03"	"ptr-mir-31"	""
"ppa-miR-30a-3p_st"	"0.102576"	"2.19e-03"	"ppa-mir-30a"	""
"tgu-miR-106_st"	"0.102576"	"2.19e-03"	"tgu-mir-106"	""
"hvu-miR166b_st"	"0.103375"	"2.21e-03"	"hvu-MIR166b"	""
"HBII-180A_x_st"	"0.103519"	"2.22e-03"	""	"CDBox: HBII-180A"
"mml-miR-423-5p_st"	"0.103592"	"2.23e-03"	"mml-mir-423"	""
"bma-miR-100b_st"	"0.103592"	"2.23e-03"	"bma-mir-100b"	""
"hsa-miR-4700-5p_st"	"0.1036"	"2.23e-03"	"hsa-mir-4700"	""
"ptr-miR-130a_st"	"0.1036"	"2.24e-03"	"ptr-mir-130a"	""
"hp_hsa-mir-3180-4_s_st"	"0.104027"	"2.25e-03"	""	"stem-loop: hsa-mir-3180-4"
"oan-miR-1383_st"	"0.104027"	"2.26e-03"	"oan-mir-1383"	""
"ptc-miR166m_st"	"0.104027"	"2.26e-03"	"ptc-MIR166m"	""
"rno-miR-34b_st"	"0.104027"	"2.27e-03"	"rno-mir-34b"	""
"mml-let-7i_st"	"0.104027"	"2.27e-03"	"mml-let-7i"	""
"xtr-miR-155_st"	"0.104027"	"2.28e-03"	"xtr-mir-155"	""
"cqu-miR-92_st"	"0.104027"	"2.28e-03"	"cqu-mir-92-1 // cqu-mir-92-2"	""
"bmo-miR-100_st"	"0.104027"	"2.28e-03"	"bmo-mir-100"	""
"dre-miR-132_st"	"0.1041"	"2.29e-03"	"dre-mir-132-1 // dre-mir-132-2"	""
"cfa-miR-155_st"	"0.1041"	"2.29e-03"	"cfa-mir-155"	""
"aly-miR837-5p_st"	"0.1041"	"2.30e-03"	"aly-MIR837"	""
"xtr-let-7i_st"	"0.1041"	"2.30e-03"	"xtr-let-7i"	""
"aly-miR160b_st"	"0.1041"	"2.30e-03"	"aly-MIR160b"	""
"mdo-miR-223_st"	"0.104373"	"2.31e-03"	"mdo-mir-223"	""
"nvi-miR-92a_st"	"0.104736"	"2.32e-03"	"nvi-mir-92a"	""
"ggo-miR-30a-5p_st"	"0.105047"	"2.34e-03"	"ggo-mir-30a"	""
"isc-miR-10_st"	"0.105047"	"2.34e-03"	"isc-mir-10"	""
"ENSG00000239100_x_st"	"0.105047"	"2.34e-03"	""	"snoRNA: ENSG00000239100"
"xtr-miR-100_st"	"0.106374"	"2.38e-03"	"xtr-mir-100"	""
"pta-miR166a_st"	"0.106628"	"2.39e-03"	"pta-MIR166a"	""
"hp_hsa-mir-574_st"	"0.106628"	"2.40e-03"	""	"stem-loop: hsa-mir-574"
"bhv1-miR-B8-3p_st"	"0.106628"	"2.40e-03"	"bhv1-mir-B8"	""
"ppa-miR-221_st"	"0.106628"	"2.41e-03"	"ppa-mir-221"	""
"osa-miR1861j_st"	"0.106628"	"2.42e-03"	"osa-MIR1861j"	""
"ppa-miR-100_st"	"0.106628"	"2.42e-03"	"ppa-mir-100"	""
"ppt-miR529e_st"	"0.106628"	"2.42e-03"	"ppt-MIR529e"	""
"mtr-miR2647a_st"	"0.106628"	"2.42e-03"	"mtr-MIR2647a"	""
"hsa-miR-548z_st"	"0.106628"	"2.43e-03"	"hsa-mir-548z"	""
"bta-miR-31_st"	"0.106628"	"2.43e-03"	"bta-mir-31"	""
"bta-miR-100_st"	"0.106628"	"2.43e-03"	"bta-mir-100"	""
"hsa-miR-4288_st"	"0.106628"	"2.43e-03"	"hsa-mir-4288"	""
"tca-miR-3880-3p_st"	"0.106628"	"2.44e-03"	"tca-mir-3880"	""
"cin-let-7d_st"	"0.106646"	"2.44e-03"	"cin-let-7d"	""
"hp_hsa-mir-214_s_st"	"0.106646"	"2.45e-03"	""	"stem-loop: hsa-mir-214"
"mne-miR-31_st"	"0.106905"	"2.46e-03"	"mne-mir-31"	""
"ggo-miR-17-5p_st"	"0.107282"	"2.47e-03"	"ggo-mir-17"	""
"der-miR-100_st"	"0.107282"	"2.48e-03"	"der-mir-100"	""
"eca-miR-885-5p_st"	"0.107282"	"2.48e-03"	"eca-mir-885"	""
"ssc-miR-199a_st"	"0.107282"	"2.48e-03"	"ssc-mir-199a-1"	""
"mml-miR-155_st"	"0.108395"	"2.51e-03"	"mml-mir-155"	""
"ssc-miR-186_st"	"0.108498"	"2.52e-03"	"ssc-mir-186"	""
"ENSG00000238734_x_st"	"0.108605"	"2.53e-03"	""	"snoRNA: ENSG00000238734"
"hsa-miR-155_st"	"0.108693"	"2.54e-03"	"hsa-mir-155"	""
"ptr-let-7i_st"	"0.108693"	"2.54e-03"	"ptr-let-7i"	""
"hp_mmu-mir-320_st"	"0.108693"	"2.54e-03"	""	"stem-loop: mmu-mir-320"
"osa-miR2118d_st"	"0.108815"	"2.55e-03"	"osa-MIR2118d"	""
"ppy-miR-1296_st"	"0.108815"	"2.55e-03"	"ppy-mir-1296"	""
"rno-miR-21_st"	"0.108815"	"2.56e-03"	"rno-mir-21"	""
"ame-miR-100_st"	"0.109127"	"2.57e-03"	"ame-mir-100"	""
"gga-miR-199_st"	"0.109127"	"2.58e-03"	"gga-mir-199-1 // gga-mir-199-2"	""
"far-miR160_st"	"0.109127"	"2.58e-03"	"far-MIR160"	""
"hsa-miR-603_st"	"0.109127"	"2.59e-03"	"hsa-mir-603"	""
"mml-miR-138_st"	"0.109127"	"2.59e-03"	"mml-mir-138"	""
"mne-miR-106a_st"	"0.109127"	"2.59e-03"	"mne-mir-106a"	""
"pma-miR-27a_st"	"0.109364"	"2.60e-03"	"pma-mir-27a"	""
"mmu-miR-130a_st"	"0.109481"	"2.61e-03"	"mmu-mir-130a"	""
"hsa-miR-4764-5p_st"	"0.110362"	"2.63e-03"	"hsa-mir-4764"	""
"dre-miR-218a_st"	"0.110362"	"2.64e-03"	"dre-mir-218a-1 // dre-mir-218a-2"	""
"hp_mmu-mir-130a_x_st"	"0.110362"	"2.64e-03"	""	"stem-loop: mmu-mir-130a"
"rno-miR-17-5p_st"	"0.110565"	"2.65e-03"	"rno-mir-17-1 // rno-mir-17-2"	""
"hsa-miR-18a_st"	"0.110713"	"2.66e-03"	"hsa-mir-18a"	""
"age-miR-10a_st"	"0.110713"	"2.66e-03"	"age-mir-10a"	""
"eca-miR-132_st"	"0.111054"	"2.68e-03"	"eca-mir-132"	""
"hsa-miR-423-3p_st"	"0.111235"	"2.69e-03"	"hsa-mir-423"	""
"mne-miR-17-5p_st"	"0.111386"	"2.70e-03"	"mne-mir-17"	""
"tgu-miR-2962-star_st"	"0.111386"	"2.70e-03"	"tgu-mir-2962"	""
"ame-miR-92a_st"	"0.112884"	"2.74e-03"	"ame-mir-92a"	""
"ppa-miR-30a-5p_st"	"0.11357"	"2.76e-03"	"ppa-mir-30a"	""
"dya-miR-92a_st"	"0.114142"	"2.78e-03"	"dya-mir-92a"	""
"dre-miR-17a_st"	"0.114142"	"2.78e-03"	"dre-mir-17a-1 // dre-mir-17a-2"	""
"dre-miR-10b_st"	"0.114994"	"2.81e-03"	"dre-mir-10b-1 // dre-mir-10b-2"	""
"cin-miR-199-3p_st"	"0.115153"	"2.82e-03"	"cin-mir-199"	""
"xla-miR-92a_st"	"0.115504"	"2.86e-03"	"xla-mir-92a-1 // xla-mir-92a-2"	""
"bta-miR-182_st"	"0.115504"	"2.86e-03"	"bta-mir-182"	""
"gga-miR-1643-star_st"	"0.115504"	"2.86e-03"	"gga-mir-1643"	""
"bta-miR-487a_st"	"0.115504"	"2.86e-03"	"bta-mir-487a"	""
"ssc-miR-130a_st"	"0.115504"	"2.86e-03"	"ssc-mir-130a"	""
"eca-miR-299_st"	"0.115504"	"2.86e-03"	"eca-mir-299"	""
"cfa-miR-130a_st"	"0.115504"	"2.86e-03"	"cfa-mir-130a"	""
"hsa-miR-1202_st"	"0.115504"	"2.86e-03"	"hsa-mir-1202"	""
"csi-miR166e_st"	"0.116624"	"2.90e-03"	"csi-MIR166e"	""
"lmi-miR-281_st"	"0.116697"	"2.90e-03"	"lmi-mir-281"	""
"sla-miR-100_st"	"0.116754"	"2.91e-03"	"sla-mir-100"	""
"eca-miR-221_st"	"0.117217"	"2.93e-03"	"eca-mir-221"	""
"ath-miR165a_st"	"0.117217"	"2.93e-03"	"ath-MIR165a"	""
"hsa-miR-885-5p_st"	"0.117217"	"2.93e-03"	"hsa-mir-885"	""
"HBII-115_st"	"0.117762"	"2.95e-03"	""	"CDBox: HBII-115"
