"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"miRNA_ID_LIST"	"SPOT_ID"
"bmo-miR-2733g_st"	"0.885744"	"5.55e-01"	"6.06e-01"	"-6.001617"	"6.00e-02"	"bmo-miR-2733g"	""
"ENSG00000222095_st"	"0.885744"	"5.55e-01"	"6.06e-01"	"-6.001656"	"5.90e-02"	""	"snoRNA: ENSG00000222095"
"ENSG00000252284_st"	"0.885744"	"5.55e-01"	"-6.06e-01"	"-6.001682"	"-6.93e-02"	""	"snoRNA: ENSG00000252284"
"dps-miR-318_st"	"0.885744"	"5.55e-01"	"-6.06e-01"	"-6.001704"	"-6.67e-02"	"dps-miR-318"	""
"ENSG00000201448_x_st"	"0.885744"	"5.55e-01"	"-6.06e-01"	"-6.001857"	"-6.10e-02"	""	"snoRNA: ENSG00000201448"
"mtR-miR2630p_st"	"0.885744"	"5.55e-01"	"-6.06e-01"	"-6.001859"	"-7.50e-02"	"mtR-MIR2630p"	""
"ENSG00000238408_x_st"	"0.885744"	"5.55e-01"	"-6.06e-01"	"-6.001918"	"-8.13e-02"	""	"snoRNA: ENSG00000238408"
"osa-miR1866-5p_st"	"0.885744"	"5.55e-01"	"-6.06e-01"	"-6.001934"	"-7.23e-02"	"osa-MIR1866"	""
"bma-miR-2c_st"	"0.885744"	"5.55e-01"	"-6.06e-01"	"-6.001957"	"-1.13e-01"	"bma-miR-2c"	""
"ptc-miR169af_st"	"0.885744"	"5.55e-01"	"6.06e-01"	"-6.001962"	"5.97e-02"	"ptc-MIR169af"	""
"sma-bantam_st"	"0.885744"	"5.55e-01"	"6.06e-01"	"-6.001969"	"9.93e-02"	"sma-bantam"	""
"eca-miR-508-5p_st"	"0.885744"	"5.55e-01"	"-6.06e-01"	"-6.001983"	"-7.53e-02"	"eca-miR-508"	""
"mtR-miR2617c_st"	"0.885744"	"5.55e-01"	"6.06e-01"	"-6.001985"	"5.30e-02"	"mtR-MIR2617c"	""
"hp_hsa-miR-92a-2_st"	"0.885744"	"5.55e-01"	"-6.05e-01"	"-6.002061"	"-4.90e-02"	""	"stem-loop: hsa-miR-92a-2"
"cel-miR-2207_st"	"0.885744"	"5.55e-01"	"-6.05e-01"	"-6.002121"	"-8.50e-02"	"cel-miR-2207"	""
"tni-miR-23b_st"	"0.885744"	"5.55e-01"	"-6.05e-01"	"-6.002138"	"-6.13e-02"	"tni-miR-23b"	""
"oan-miR-1412_st"	"0.885744"	"5.55e-01"	"6.05e-01"	"-6.002151"	"1.18e-01"	"oan-miR-1412"	""
"hsa-miR-3935_st"	"0.885744"	"5.55e-01"	"6.05e-01"	"-6.002181"	"1.29e-01"	"hsa-miR-3935"	""
"mmu-miR-99a_st"	"0.885744"	"5.55e-01"	"6.05e-01"	"-6.002185"	"5.87e-02"	"mmu-miR-99a"	""
"hsa-miR-3943_st"	"0.885744"	"5.55e-01"	"6.05e-01"	"-6.002274"	"8.67e-02"	"hsa-miR-3943"	""
"age-miR-513d_st"	"0.885744"	"5.55e-01"	"6.05e-01"	"-6.002287"	"6.80e-02"	"age-miR-513d"	""
"ENSG00000251881_x_st"	"0.885744"	"5.55e-01"	"-6.05e-01"	"-6.002287"	"-6.73e-02"	""	"snoRNA: ENSG00000251881"
"mmu-miR-431-staR_st"	"0.885744"	"5.55e-01"	"-6.05e-01"	"-6.002294"	"-6.87e-02"	"mmu-miR-431"	""
"mml-miR-92b_st"	"0.885744"	"5.56e-01"	"-6.05e-01"	"-6.00238"	"-1.56e-01"	"mml-miR-92b"	""
"ENSG00000206901_st"	"0.885744"	"5.56e-01"	"-6.05e-01"	"-6.002417"	"-5.63e-02"	""	"snoRNA: ENSG00000206901"
"hsa-miR-1207-5p_st"	"0.885744"	"5.56e-01"	"-6.05e-01"	"-6.002422"	"-1.27e-01"	"hsa-miR-1207"	""
"hsa-miR-3191_st"	"0.885744"	"5.56e-01"	"-6.05e-01"	"-6.002425"	"-6.50e-02"	"hsa-miR-3191"	""
"vvi-miR3638_st"	"0.885744"	"5.56e-01"	"6.05e-01"	"-6.00243"	"8.20e-02"	"vvi-MIR3638"	""
"dse-bantam_st"	"0.885821"	"5.56e-01"	"-6.05e-01"	"-6.002508"	"-5.57e-02"	"dse-bantam"	""
"hsa-miR-889_st"	"0.885933"	"5.56e-01"	"-6.05e-01"	"-6.002607"	"-5.17e-02"	"hsa-miR-889"	""
"mmu-miR-20b_st"	"0.885976"	"5.56e-01"	"-6.04e-01"	"-6.002667"	"-1.26e-01"	"mmu-miR-20b"	""
"ppt-miR1030f_st"	"0.886065"	"5.56e-01"	"-6.04e-01"	"-6.002804"	"-5.97e-02"	"ppt-MIR1030f"	""
"cqu-let-7-staR_st"	"0.886065"	"5.56e-01"	"6.04e-01"	"-6.002852"	"8.83e-02"	"cqu-let-7"	""
"ACA52_st"	"0.886065"	"5.56e-01"	"-6.04e-01"	"-6.002885"	"-1.08e-01"	""	"HAcaBox: ACA52"
"ptc-miR395c_st"	"0.886065"	"5.56e-01"	"6.04e-01"	"-6.002911"	"8.00e-02"	"ptc-MIR395c"	""
"ENSG00000238895_x_st"	"0.886065"	"5.56e-01"	"6.04e-01"	"-6.002954"	"5.77e-02"	""	"snoRNA: ENSG00000238895"
"oan-miR-1421f-staR_st"	"0.886065"	"5.56e-01"	"-6.04e-01"	"-6.003029"	"-6.73e-02"	"oan-miR-1421f"	""
"Rno-miR-327_st"	"0.886065"	"5.56e-01"	"-6.04e-01"	"-6.003038"	"-1.04e-01"	"Rno-miR-327"	""
"bta-miR-1271_st"	"0.886065"	"5.56e-01"	"6.04e-01"	"-6.003039"	"8.33e-02"	"bta-miR-1271"	""
"eca-miR-129a-3p_st"	"0.886065"	"5.56e-01"	"-6.04e-01"	"-6.003095"	"-1.08e-01"	"eca-miR-129a"	""
"fRu-let-7h_st"	"0.886065"	"5.56e-01"	"6.04e-01"	"-6.003162"	"8.93e-02"	"fRu-let-7h"	""
"eca-miR-889_st"	"0.886065"	"5.56e-01"	"-6.04e-01"	"-6.003171"	"-6.60e-02"	"eca-miR-889"	""
"hp_hsa-miR-4259_st"	"0.886065"	"5.56e-01"	"6.04e-01"	"-6.00322"	"6.50e-02"	""	"stem-loop: hsa-miR-4259"
"sko-miR-29b-staR_st"	"0.886065"	"5.56e-01"	"6.03e-01"	"-6.003249"	"5.10e-02"	"sko-miR-29b"	""
"ppy-miR-944_st"	"0.886065"	"5.56e-01"	"6.03e-01"	"-6.003267"	"6.70e-02"	"ppy-miR-944"	""
"mmu-miR-3100-3p_st"	"0.886065"	"5.57e-01"	"6.03e-01"	"-6.003293"	"8.63e-02"	"mmu-miR-3100"	""
"Rno-miR-22_st"	"0.886065"	"5.57e-01"	"-6.03e-01"	"-6.003324"	"-1.24e-01"	"Rno-miR-22"	""
"mmu-miR-187_st"	"0.886065"	"5.57e-01"	"-6.03e-01"	"-6.003325"	"-1.14e-01"	"mmu-miR-187"	""
"smo-miR171b_st"	"0.886065"	"5.57e-01"	"-6.03e-01"	"-6.003348"	"-8.93e-02"	"smo-MIR171b"	""
"pma-miR-22a-staR_st"	"0.886065"	"5.57e-01"	"6.03e-01"	"-6.00335"	"6.37e-02"	"pma-miR-22a"	""
"ptc-miR399b_st"	"0.886192"	"5.57e-01"	"6.03e-01"	"-6.003506"	"6.33e-02"	"ptc-MIR399b"	""
"bfl-miR-2069_st"	"0.886192"	"5.57e-01"	"-6.03e-01"	"-6.003546"	"-5.83e-02"	"bfl-miR-2069"	""
"hsa-miR-3978_st"	"0.886192"	"5.57e-01"	"6.03e-01"	"-6.003577"	"5.20e-02"	"hsa-miR-3978"	""
"ppy-miR-496_st"	"0.886192"	"5.57e-01"	"-6.03e-01"	"-6.0036"	"-5.50e-02"	"ppy-miR-496"	""
"fRu-let-7d_st"	"0.886192"	"5.57e-01"	"6.03e-01"	"-6.003606"	"1.10e-01"	"fRu-let-7d"	""
"hp_mmu-miR-544_st"	"0.886192"	"5.57e-01"	"-6.03e-01"	"-6.003624"	"-6.37e-02"	""	"stem-loop: mmu-miR-544"
"oan-miR-1351_st"	"0.886401"	"5.57e-01"	"6.02e-01"	"-6.003843"	"6.90e-02"	"oan-miR-1351"	""
"ENSG00000238806_x_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.003873"	"-5.43e-02"	""	"snoRNA: ENSG00000238806"
"pab-miR3695_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.003887"	"-8.53e-02"	"pab-MIR3695"	""
"gga-miR-1621-staR_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.003919"	"-1.58e-01"	"gga-miR-1621"	""
"ENSG00000207244_x_st"	"0.886401"	"5.57e-01"	"6.02e-01"	"-6.00395"	"5.97e-02"	""	"snoRNA: ENSG00000207244"
"dps-miR-2572_st"	"0.886401"	"5.57e-01"	"6.02e-01"	"-6.003975"	"6.80e-02"	"dps-miR-2572"	""
"Rno-miR-208-staR_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.004044"	"-4.87e-02"	"Rno-miR-208"	""
"bta-miR-2450c_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.004094"	"-6.50e-02"	"bta-miR-2450c"	""
"esi-miR3457-staR_st"	"0.886401"	"5.57e-01"	"6.02e-01"	"-6.00412"	"7.70e-02"	"esi-MIR3457"	""
"hsa-miR-2115-staR_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.00417"	"-6.37e-02"	"hsa-miR-2115"	""
"ame-miR-993_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.004178"	"-6.83e-02"	"ame-miR-993"	""
"ENSG00000252054_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.004182"	"-8.80e-02"	""	"snoRNA: ENSG00000252054"
"hp_mmu-miR-683-1_s_st"	"0.886401"	"5.57e-01"	"-6.02e-01"	"-6.004183"	"-8.00e-02"	""	"stem-loop: mmu-miR-683-1"
"ptR-miR-568_st"	"0.886401"	"5.58e-01"	"6.02e-01"	"-6.004225"	"7.30e-02"	"ptR-miR-568"	""
"bta-miR-505_st"	"0.886401"	"5.58e-01"	"6.02e-01"	"-6.004244"	"2.30e-01"	"bta-miR-505"	""
"hp_hsa-miR-770_st"	"0.88647"	"5.58e-01"	"-6.02e-01"	"-6.004349"	"-6.43e-02"	""	"stem-loop: hsa-miR-770"
"bta-miR-30a-5p_st"	"0.88647"	"5.58e-01"	"6.02e-01"	"-6.004351"	"6.37e-02"	"bta-miR-30a"	""
"ENSG00000207274_x_st"	"0.886675"	"5.58e-01"	"-6.01e-01"	"-6.004504"	"-6.13e-02"	""	"snoRNA: ENSG00000207274"
"bta-miR-494_st"	"0.886738"	"5.58e-01"	"-6.01e-01"	"-6.004575"	"-1.30e-01"	"bta-miR-494"	""
"dps-miR-282_st"	"0.88675"	"5.58e-01"	"-6.01e-01"	"-6.004713"	"-6.37e-02"	"dps-miR-282"	""
"mmu-miR-134-staR_st"	"0.88675"	"5.58e-01"	"6.01e-01"	"-6.004713"	"6.00e-02"	"mmu-miR-134"	""
"mtR-miR166f_st"	"0.88675"	"5.58e-01"	"-6.01e-01"	"-6.004796"	"-6.13e-02"	"mtR-MIR166f"	""
"hsa-miR-3194-3p_st"	"0.88675"	"5.58e-01"	"6.01e-01"	"-6.004839"	"7.23e-02"	"hsa-miR-3194"	""
"odi-miR-1491_st"	"0.88675"	"5.58e-01"	"6.01e-01"	"-6.004893"	"6.37e-02"	"odi-miR-1491"	""
"hp_Rno-miR-3552_st"	"0.88675"	"5.58e-01"	"6.01e-01"	"-6.004943"	"6.20e-02"	""	"stem-loop: Rno-miR-3552"
"cqu-miR-998_st"	"0.88675"	"5.58e-01"	"6.01e-01"	"-6.004984"	"7.93e-02"	"cqu-miR-998"	""
"tca-miR-9d-5p_st"	"0.88675"	"5.58e-01"	"-6.01e-01"	"-6.005007"	"-6.30e-02"	"tca-miR-9d"	""
"bmo-miR-3213_st"	"0.88675"	"5.58e-01"	"6.01e-01"	"-6.005028"	"6.47e-02"	"bmo-miR-3213"	""
"zma-miR156a_st"	"0.88675"	"5.58e-01"	"-6.00e-01"	"-6.005112"	"-7.53e-02"	"zma-MIR156a"	""
"ENSG00000238507_x_st"	"0.88675"	"5.58e-01"	"-6.00e-01"	"-6.005147"	"-6.07e-02"	""	"snoRNA: ENSG00000238507"
"hp_hsa-miR-4792_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.005154"	"8.00e-02"	""	"stem-loop: hsa-miR-4792"
"hp_hsa-miR-3200_st"	"0.88675"	"5.59e-01"	"-6.00e-01"	"-6.005179"	"-5.40e-02"	""	"stem-loop: hsa-miR-3200"
"tni-miR-133_st"	"0.88675"	"5.59e-01"	"-6.00e-01"	"-6.005212"	"-8.07e-02"	"tni-miR-133"	""
"hp_hsa-miR-4474_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.005227"	"6.90e-02"	""	"stem-loop: hsa-miR-4474"
"xtR-miR-148a_st"	"0.88675"	"5.59e-01"	"-6.00e-01"	"-6.005255"	"-1.83e-01"	"xtR-miR-148a"	""
"mmu-miR-3067-staR_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.005296"	"8.27e-02"	"mmu-miR-3067"	""
"hsa-miR-4746-3p_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.005363"	"9.33e-02"	"hsa-miR-4746"	""
"zma-miR399e-staR_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.0054"	"8.70e-02"	"zma-MIR399e"	""
"hp_mmu-miR-1251_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.005452"	"7.60e-02"	""	"stem-loop: mmu-miR-1251"
"mmu-miR-704_st"	"0.88675"	"5.59e-01"	"-6.00e-01"	"-6.005453"	"-6.93e-02"	"mmu-miR-704"	""
"Rno-miR-3593-3p_st"	"0.88675"	"5.59e-01"	"-6.00e-01"	"-6.005467"	"-6.17e-02"	"Rno-miR-3593"	""
"mml-miR-449a_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.005507"	"5.87e-02"	"mml-miR-449a"	""
"oaR-miR-539-3p_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.00551"	"6.20e-02"	"oaR-miR-539"	""
"pab-miR396a_st"	"0.88675"	"5.59e-01"	"-6.00e-01"	"-6.005527"	"-7.43e-02"	"pab-MIR396a"	""
"ppt-miR1221-5p_st"	"0.88675"	"5.59e-01"	"6.00e-01"	"-6.005541"	"7.40e-02"	"ppt-MIR1221"	""
"tgu-miR-215_st"	"0.88675"	"5.59e-01"	"-6.00e-01"	"-6.005573"	"-1.59e-01"	"tgu-miR-215"	""
"hp_hsa-miR-3925_st"	"0.88675"	"5.59e-01"	"-6.00e-01"	"-6.005604"	"-8.63e-02"	""	"stem-loop: hsa-miR-3925"
"hsa-miR-4670-3p_st"	"0.88675"	"5.59e-01"	"-5.99e-01"	"-6.00572"	"-8.27e-02"	"hsa-miR-4670"	""
"oan-miR-1421h_st"	"0.88675"	"5.59e-01"	"-5.99e-01"	"-6.005722"	"-6.00e-02"	"oan-miR-1421h"	""
"ssc-miR-18b_st"	"0.88675"	"5.59e-01"	"5.99e-01"	"-6.005761"	"1.34e-01"	"ssc-miR-18b"	""
"hp_Rno-miR-449a_st"	"0.88675"	"5.59e-01"	"-5.99e-01"	"-6.00577"	"-5.33e-02"	""	"stem-loop: Rno-miR-449a"
"osa-miR2118m_st"	"0.88675"	"5.59e-01"	"-5.99e-01"	"-6.005787"	"-6.97e-02"	"osa-MIR2118m"	""
"dps-miR-2567c-staR_st"	"0.88675"	"5.59e-01"	"5.99e-01"	"-6.005815"	"5.37e-02"	"dps-miR-2567c"	""
"osa-miR806h_st"	"0.88675"	"5.59e-01"	"-5.99e-01"	"-6.005819"	"-6.50e-02"	"osa-MIR806h"	""
"hsa-miR-3158-5p_st"	"0.88675"	"5.59e-01"	"5.99e-01"	"-6.00583"	"6.27e-02"	"hsa-miR-3158-1"	""
"bmo-miR-3248_st"	"0.88675"	"5.59e-01"	"-5.99e-01"	"-6.005831"	"-8.70e-02"	"bmo-miR-3248"	""
"ptc-miR473b_st"	"0.88675"	"5.59e-01"	"-5.99e-01"	"-6.005836"	"-9.07e-02"	"ptc-MIR473b"	""
"hp_hsa-miR-2276_st"	"0.886759"	"5.59e-01"	"-5.99e-01"	"-6.005874"	"-8.20e-02"	""	"stem-loop: hsa-miR-2276"
"smo-miR1084_st"	"0.886834"	"5.59e-01"	"5.99e-01"	"-6.005971"	"5.73e-02"	"smo-MIR1084"	""
"cRe-miR1170.1_st"	"0.886834"	"5.59e-01"	"-5.99e-01"	"-6.006014"	"-5.83e-02"	"cRe-MIR1170"	""
"gga-miR-460a_st"	"0.886834"	"5.59e-01"	"5.99e-01"	"-6.006017"	"6.73e-02"	"gga-miR-460a"	""
"hsa-miR-454-staR_st"	"0.886894"	"5.60e-01"	"-5.99e-01"	"-6.006197"	"-6.70e-02"	"hsa-miR-454"	""
"ENSG00000252011_st"	"0.886894"	"5.60e-01"	"5.98e-01"	"-6.006264"	"6.87e-02"	""	"snoRNA: ENSG00000252011"
"oan-miR-15b-staR_st"	"0.886894"	"5.60e-01"	"-5.98e-01"	"-6.00636"	"-8.40e-02"	"oan-miR-15b"	""
"tca-miR-9c-5p_st"	"0.886894"	"5.60e-01"	"5.98e-01"	"-6.006364"	"6.40e-02"	"tca-miR-9c"	""
"cin-miR-4194-5p_st"	"0.886894"	"5.60e-01"	"-5.98e-01"	"-6.006365"	"-7.27e-02"	"cin-miR-4194"	""
"cqu-miR-1891_st"	"0.886894"	"5.60e-01"	"5.98e-01"	"-6.006416"	"6.50e-02"	"cqu-miR-1891"	""
"ppt-miR1042-5p_st"	"0.886894"	"5.60e-01"	"5.98e-01"	"-6.006433"	"5.23e-02"	"ppt-MIR1042"	""
"hp_mmu-miR-709_st"	"0.886894"	"5.60e-01"	"-5.98e-01"	"-6.006436"	"-5.83e-02"	""	"stem-loop: mmu-miR-709"
"hp_hsa-miR-4661_st"	"0.886894"	"5.60e-01"	"5.98e-01"	"-6.00645"	"5.87e-02"	""	"stem-loop: hsa-miR-4661"
"gma-miR4382_st"	"0.886894"	"5.60e-01"	"-5.98e-01"	"-6.006458"	"-5.07e-02"	"gma-MIR4382"	""
"xtR-miR-138_st"	"0.886894"	"5.60e-01"	"5.98e-01"	"-6.006477"	"7.93e-02"	"xtR-miR-138"	""
"mmu-miR-744-staR_st"	"0.886894"	"5.60e-01"	"5.98e-01"	"-6.006505"	"7.43e-02"	"mmu-miR-744"	""
"dse-miR-282_st"	"0.886894"	"5.60e-01"	"5.98e-01"	"-6.006509"	"6.83e-02"	"dse-miR-282"	""
"hsa-miR-521_st"	"0.886894"	"5.60e-01"	"-5.98e-01"	"-6.006512"	"-7.60e-02"	"hsa-miR-521-1 // hsa-miR-521-2"	""
"mmu-miR-343_st"	"0.886939"	"5.60e-01"	"-5.98e-01"	"-6.006579"	"-7.67e-02"	"mmu-miR-343"	""
"mml-miR-597_st"	"0.886939"	"5.60e-01"	"-5.98e-01"	"-6.006641"	"-7.77e-02"	"mml-miR-597"	""
"osa-miR1861g_st"	"0.886939"	"5.60e-01"	"-5.98e-01"	"-6.006645"	"-1.20e-01"	"osa-MIR1861g"	""
"Rno-miR-218a_st"	"0.886939"	"5.60e-01"	"-5.98e-01"	"-6.00667"	"-6.50e-02"	"Rno-miR-218a-1 // Rno-miR-218a-2"	""
"aae-miR-2944a-staR_st"	"0.886957"	"5.60e-01"	"5.98e-01"	"-6.006735"	"7.90e-02"	"aae-miR-2944a"	""
"oaR-miR-379-5p_st"	"0.886957"	"5.60e-01"	"-5.98e-01"	"-6.00682"	"-1.82e-01"	"oaR-miR-379"	""
"cel-miR-79_st"	"0.886957"	"5.60e-01"	"5.98e-01"	"-6.006825"	"9.70e-02"	"cel-miR-79"	""
"ptR-miR-485_st"	"0.886957"	"5.60e-01"	"-5.98e-01"	"-6.006836"	"-6.27e-02"	"ptR-miR-485"	""
"tca-miR-iab-5p_st"	"0.886957"	"5.60e-01"	"5.97e-01"	"-6.006865"	"5.87e-02"	"tca-miR-iab-8"	""
"hp_hsa-miR-2467_st"	"0.886957"	"5.60e-01"	"-5.97e-01"	"-6.006907"	"-7.90e-02"	""	"stem-loop: hsa-miR-2467"
"hbv-miR-B20_st"	"0.886957"	"5.60e-01"	"5.97e-01"	"-6.006932"	"2.18e-01"	"hbv-miR-B20"	""
"mmu-miR-411_st"	"0.886957"	"5.60e-01"	"5.97e-01"	"-6.006943"	"1.76e-01"	"mmu-miR-411"	""
"sbi-miR396b_st"	"0.88704"	"5.61e-01"	"-5.97e-01"	"-6.007115"	"-5.80e-02"	"sbi-MIR396b"	""
"ppt-miR535a_st"	"0.88704"	"5.61e-01"	"-5.97e-01"	"-6.007133"	"-6.53e-02"	"ppt-MIR535a"	""
"ENSG00000238410_st"	"0.88704"	"5.61e-01"	"5.97e-01"	"-6.007142"	"7.87e-02"	""	"snoRNA: ENSG00000238410"
"nve-miR-2030_st"	"0.88704"	"5.61e-01"	"-5.97e-01"	"-6.007153"	"-6.70e-02"	"nve-miR-2030"	""
"dps-miR-993_st"	"0.88704"	"5.61e-01"	"5.97e-01"	"-6.007166"	"6.17e-02"	"dps-miR-993"	""
"hp_hsa-miR-1206_st"	"0.88704"	"5.61e-01"	"5.97e-01"	"-6.007202"	"6.37e-02"	""	"stem-loop: hsa-miR-1206"
"ENSG00000251860_st"	"0.88704"	"5.61e-01"	"5.97e-01"	"-6.007221"	"5.80e-02"	""	"snoRNA: ENSG00000251860"
"hp_mmu-miR-124-2_s_st"	"0.887228"	"5.61e-01"	"-5.97e-01"	"-6.007364"	"-7.17e-02"	""	"stem-loop: mmu-miR-124-2"
"tae-miR395b_st"	"0.887251"	"5.61e-01"	"5.97e-01"	"-6.00741"	"6.40e-02"	"tae-MIR395b"	""
"cRe-miR908.1_st"	"0.887467"	"5.61e-01"	"5.96e-01"	"-6.007571"	"6.43e-02"	"cRe-MIR908"	""
"odi-miR-1481_st"	"0.887467"	"5.61e-01"	"5.96e-01"	"-6.007602"	"8.17e-02"	"odi-miR-1481"	""
"Rlcv-miR-RL1-7-3p_st"	"0.887472"	"5.61e-01"	"-5.96e-01"	"-6.007637"	"-8.33e-02"	"Rlcv-miR-RL1-7"	""
"hsa-miR-3681-staR_st"	"0.887743"	"5.61e-01"	"-5.96e-01"	"-6.007828"	"-9.33e-02"	"hsa-miR-3681"	""
"hp_hsa-miR-486_st"	"0.887831"	"5.62e-01"	"-5.96e-01"	"-6.007951"	"-7.50e-02"	""	"stem-loop: hsa-miR-486"
"ENSG00000212363_x_st"	"0.887831"	"5.62e-01"	"5.96e-01"	"-6.007964"	"7.13e-02"	""	"snoRNA: ENSG00000212363"
"ENSG00000252582_st"	"0.887831"	"5.62e-01"	"5.96e-01"	"-6.007978"	"5.10e-02"	""	"snoRNA: ENSG00000252582"
"cin-miR-133-staR_st"	"0.887836"	"5.62e-01"	"-5.96e-01"	"-6.008026"	"-6.80e-02"	"cin-miR-133"	""
"tca-miR-3815-5p_st"	"0.887836"	"5.62e-01"	"-5.95e-01"	"-6.008097"	"-8.23e-02"	"tca-miR-3815"	""
"hsa-miR-183-staR_st"	"0.887836"	"5.62e-01"	"-5.95e-01"	"-6.008097"	"-8.23e-02"	"hsa-miR-183"	""
"tni-miR-19a_st"	"0.887836"	"5.62e-01"	"5.95e-01"	"-6.008159"	"1.44e-01"	"tni-miR-19a"	""
"hvt-miR-H10_st"	"0.887836"	"5.62e-01"	"5.95e-01"	"-6.00817"	"7.57e-02"	"hvt-miR-H10"	""
"bta-miR-551a_st"	"0.887836"	"5.62e-01"	"-5.95e-01"	"-6.008177"	"-5.17e-02"	"bta-miR-551a"	""
"mmu-miR-598_st"	"0.888077"	"5.62e-01"	"5.95e-01"	"-6.008362"	"7.70e-02"	"mmu-miR-598"	""
"osa-miR1442_st"	"0.888077"	"5.62e-01"	"5.95e-01"	"-6.008393"	"6.60e-02"	"osa-MIR1442"	""
"ppy-miR-19a_st"	"0.888077"	"5.62e-01"	"5.95e-01"	"-6.008415"	"1.86e-01"	"ppy-miR-19a"	""
"bta-miR-2327_st"	"0.888082"	"5.62e-01"	"-5.95e-01"	"-6.00845"	"-1.51e-01"	"bta-miR-2327"	""
"sly-miR171b_st"	"0.888113"	"5.62e-01"	"-5.95e-01"	"-6.008526"	"-7.07e-02"	"sly-MIR171b"	""
"oan-miR-1368_st"	"0.888113"	"5.62e-01"	"5.95e-01"	"-6.008571"	"5.17e-02"	"oan-miR-1368"	""
"osa-miR2121a_st"	"0.888113"	"5.62e-01"	"5.95e-01"	"-6.008627"	"1.20e-01"	"osa-MIR2121a"	""
"deR-miR-124_st"	"0.888113"	"5.62e-01"	"5.94e-01"	"-6.00865"	"8.03e-02"	"deR-miR-124"	""
"hsa-miR-376a-staR_st"	"0.888113"	"5.62e-01"	"-5.94e-01"	"-6.00866"	"-7.73e-02"	"hsa-miR-376a-1"	""
"bta-miR-2310_st"	"0.888113"	"5.62e-01"	"-5.94e-01"	"-6.008665"	"-7.30e-02"	"bta-miR-2310"	""
"mdv2-miR-M24-staR_st"	"0.88813"	"5.62e-01"	"5.94e-01"	"-6.008707"	"6.83e-02"	"mdv2-miR-M24"	""
"Rno-miR-871_st"	"0.8882"	"5.62e-01"	"5.94e-01"	"-6.008816"	"7.10e-02"	"Rno-miR-871"	""
"gma-miR390a-5p_st"	"0.8882"	"5.62e-01"	"5.94e-01"	"-6.008818"	"7.53e-02"	"gma-MIR390a"	""
"mdo-miR-449_st"	"0.8882"	"5.62e-01"	"5.94e-01"	"-6.008846"	"6.43e-02"	"mdo-miR-449"	""
"hp_hsa-miR-4698_st"	"0.888218"	"5.63e-01"	"-5.94e-01"	"-6.008894"	"-7.73e-02"	""	"stem-loop: hsa-miR-4698"
"bmo-miR-3347a_st"	"0.888218"	"5.63e-01"	"-5.94e-01"	"-6.008921"	"-5.10e-02"	"bmo-miR-3347a"	""
"sbi-miR437m_st"	"0.888254"	"5.63e-01"	"-5.94e-01"	"-6.00899"	"-5.67e-02"	"sbi-MIR437m"	""
"dps-miR-219_st"	"0.888254"	"5.63e-01"	"-5.94e-01"	"-6.00902"	"-5.77e-02"	"dps-miR-219"	""
"ENSG00000238874_x_st"	"0.888254"	"5.63e-01"	"-5.94e-01"	"-6.00904"	"-6.40e-02"	""	"snoRNA: ENSG00000238874"
"hsa-miR-3160-3p_st"	"0.888274"	"5.63e-01"	"5.94e-01"	"-6.009131"	"6.77e-02"	"hsa-miR-3160-1 // hsa-miR-3160-2"	""
"Rno-miR-135a_st"	"0.888274"	"5.63e-01"	"-5.94e-01"	"-6.009157"	"-4.60e-02"	"Rno-miR-135a"	""
"bdi-miR156_st"	"0.888274"	"5.63e-01"	"-5.94e-01"	"-6.00922"	"-5.60e-02"	"bdi-MIR156"	""
"hp_mmu-miR-466f-4_st"	"0.888274"	"5.63e-01"	"-5.93e-01"	"-6.009271"	"-7.77e-02"	""	"stem-loop: mmu-miR-466f-4"
"Rno-miR-3597-5p_st"	"0.888274"	"5.63e-01"	"5.93e-01"	"-6.009341"	"9.17e-02"	"Rno-miR-3597-1 // Rno-miR-3597-2 // Rno-miR-3597-3"	""
"gma-miR1507a_st"	"0.888274"	"5.63e-01"	"5.93e-01"	"-6.009357"	"5.53e-02"	"gma-MIR1507a"	""
"ppy-miR-1261_st"	"0.888274"	"5.63e-01"	"-5.93e-01"	"-6.009387"	"-6.80e-02"	"ppy-miR-1261"	""
"hp_mmu-miR-719_st"	"0.888274"	"5.63e-01"	"5.93e-01"	"-6.009421"	"6.50e-02"	""	"stem-loop: mmu-miR-719"
