"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"miRNA_ID_LIST"	"SPOT_ID"
"hsa-miR-589-staR_st"	"0.581194"	"1.24e-01"	"-1.64"	"-4.926881"	"-1.81e-01"	"hsa-miR-589"	""
"oan-miR-1421m-staR_st"	"0.581194"	"1.24e-01"	"-1.64"	"-4.926905"	"-1.84e-01"	"oan-miR-1421m"	""
"cin-miR-4073-5p_st"	"0.581245"	"1.24e-01"	"1.64"	"-4.927552"	"1.54e-01"	"cin-miR-4073"	""
"hsa-miR-515-5p_st"	"0.581245"	"1.24e-01"	"1.64"	"-4.927679"	"1.91e-01"	"hsa-miR-515-1 // hsa-miR-515-2"	""
"ame-miR-3747b_st"	"0.581245"	"1.24e-01"	"-1.64"	"-4.927694"	"-1.80e-01"	"ame-miR-3747b"	""
"hp_hsa-miR-218-1_st"	"0.581245"	"1.24e-01"	"-1.64"	"-4.927719"	"-1.29e-01"	""	"stem-loop: hsa-miR-218-1"
"aae-miR-252-staR_st"	"0.581245"	"1.24e-01"	"-1.64"	"-4.927915"	"-1.51e-01"	"aae-miR-252"	""
"mmu-miR-5123_st"	"0.581245"	"1.24e-01"	"1.64"	"-4.927927"	"2.03e-01"	"mmu-miR-5123"	""
"pma-miR-135a-staR_st"	"0.581245"	"1.24e-01"	"-1.64"	"-4.928127"	"-2.24e-01"	"pma-miR-135a"	""
"ptR-miR-502_st"	"0.581245"	"1.24e-01"	"1.64"	"-4.928217"	"1.79e-01"	"ptR-miR-502"	""
"eca-miR-598_st"	"0.58127"	"1.24e-01"	"1.64"	"-4.928499"	"1.58e-01"	"eca-miR-598"	""
"tni-let-7a_st"	"0.58127"	"1.24e-01"	"1.64"	"-4.928704"	"1.75e-01"	"tni-let-7a-1 // tni-let-7a-2 // tni-let-7a-3"	""
"hvu-miR444b_st"	"0.58127"	"1.24e-01"	"-1.64"	"-4.928844"	"-1.83e-01"	"hvu-MIR444b"	""
"fRu-miR-16_st"	"0.58127"	"1.24e-01"	"1.64"	"-4.928873"	"2.66e-01"	"fRu-miR-16"	""
"cel-miR-245-staR_st"	"0.581306"	"1.24e-01"	"-1.64"	"-4.929214"	"-1.67e-01"	"cel-miR-245"	""
"mdo-miR-128_st"	"0.581306"	"1.24e-01"	"1.64"	"-4.929429"	"3.68e-01"	"mdo-miR-128"	""
"ptR-miR-380_st"	"0.581306"	"1.24e-01"	"1.64"	"-4.929505"	"2.55e-01"	"ptR-miR-380"	""
"dme-miR-iab-4-3p_st"	"0.581306"	"1.24e-01"	"1.64"	"-4.929542"	"1.75e-01"	"dme-miR-iab-4"	""
"csi-miR167a_st"	"0.581375"	"1.24e-01"	"-1.64"	"-4.929859"	"-1.65e-01"	"csi-MIR167a"	""
"dme-miR-1003-5p_st"	"0.581375"	"1.25e-01"	"1.64"	"-4.929981"	"1.70e-01"	"dme-miR-1003"	""
"hsa-miR-369-3p_st"	"0.581375"	"1.25e-01"	"-1.64"	"-4.930104"	"-1.39e-01"	"hsa-miR-369"	""
"ptR-miR-223_st"	"0.581406"	"1.25e-01"	"-1.64"	"-4.930362"	"-5.12e-01"	"ptR-miR-223"	""
"mmu-miR-1247_st"	"0.581406"	"1.25e-01"	"-1.64"	"-4.930457"	"-1.98e-01"	"mmu-miR-1247"	""
"hsa-miR-4689_st"	"0.58153"	"1.25e-01"	"1.64"	"-4.930788"	"4.38e-01"	"hsa-miR-4689"	""
"ENSG00000251846_st"	"0.58178"	"1.25e-01"	"-1.64"	"-4.931342"	"-1.82e-01"	""	"snoRNA: ENSG00000251846"
"hsa-miR-1294_st"	"0.58178"	"1.25e-01"	"-1.64"	"-4.931453"	"-2.55e-01"	"hsa-miR-1294"	""
"cbR-miR-239a_st"	"0.581872"	"1.25e-01"	"1.64"	"-4.931739"	"1.97e-01"	"cbR-miR-239a"	""
"hsa-miR-4794_st"	"0.581968"	"1.25e-01"	"-1.64"	"-4.932133"	"-1.53e-01"	"hsa-miR-4794"	""
"mne-miR-30b_st"	"0.581968"	"1.25e-01"	"1.64"	"-4.932183"	"5.01e-01"	"mne-miR-30b"	""
"Rno-miR-216b-3p_st"	"0.582024"	"1.25e-01"	"-1.64"	"-4.932417"	"-1.76e-01"	"Rno-miR-216b"	""
"ENSG00000252921_x_st"	"0.582088"	"1.25e-01"	"-1.64"	"-4.932713"	"-3.61e-01"	""	"snoRNA: ENSG00000252921"
"pab-miR482d_st"	"0.582088"	"1.25e-01"	"1.64"	"-4.932817"	"3.77e-01"	"pab-MIR482d"	""
"dgR-miR-275_st"	"0.582203"	"1.25e-01"	"-1.64"	"-4.933147"	"-1.57e-01"	"dgR-miR-275"	""
"bna-miR2111b_st"	"0.582203"	"1.25e-01"	"-1.64"	"-4.933288"	"-1.50e-01"	"bna-MIR2111b"	""
"hsv1-miR-H4_st"	"0.582244"	"1.25e-01"	"1.64"	"-4.93357"	"1.99e-01"	"hsv1-miR-H4"	""
"tca-miR-3866-5p_st"	"0.582244"	"1.25e-01"	"-1.64"	"-4.933654"	"-1.50e-01"	"tca-miR-3866"	""
"ame-miR-iab-4_st"	"0.582543"	"1.25e-01"	"-1.64"	"-4.934233"	"-2.22e-01"	"ame-miR-iab-4"	""
"ath-miR842_st"	"0.582861"	"1.25e-01"	"-1.64"	"-4.934839"	"-1.99e-01"	"ath-MIR842"	""
"hsa-miR-371b-3p_st"	"0.582882"	"1.25e-01"	"-1.64"	"-4.935086"	"-1.99e-01"	"hsa-miR-371b"	""
"cfa-miR-202_st"	"0.582882"	"1.25e-01"	"-1.64"	"-4.935222"	"-3.35e-01"	"cfa-miR-202"	""
"gga-miR-1588_st"	"0.582882"	"1.25e-01"	"1.64"	"-4.93533"	"1.67e-01"	"gga-miR-1588"	""
"hp_mmu-miR-29b-2_x_st"	"0.58298"	"1.25e-01"	"1.64"	"-4.935673"	"1.96e-01"	""	"stem-loop: mmu-miR-29b-2"
"cel-miR-4930_st"	"0.58298"	"1.25e-01"	"1.64"	"-4.935776"	"4.32e-01"	"cel-miR-4930"	""
"ame-miR-3747a_st"	"0.58303"	"1.25e-01"	"-1.64"	"-4.936143"	"-1.55e-01"	"ame-miR-3747a"	""
"hsa-miR-4659a-3p_st"	"0.58303"	"1.25e-01"	"-1.64"	"-4.936155"	"-1.90e-01"	"hsa-miR-4659a"	""
"ptR-miR-185_st"	"0.583527"	"1.26e-01"	"-1.64"	"-4.937085"	"-3.71e-01"	"ptR-miR-185"	""
"cqu-miR-980_st"	"0.583527"	"1.26e-01"	"1.64"	"-4.937168"	"2.24e-01"	"cqu-miR-980"	""
"mml-miR-455-5p_st"	"0.583586"	"1.26e-01"	"1.64"	"-4.937537"	"5.45e-01"	"mml-miR-455"	""
"osa-miR1861a_st"	"0.583586"	"1.26e-01"	"-1.64"	"-4.937558"	"-3.43e-01"	"osa-MIR1861a"	""
"hsa-miR-16-2-staR_st"	"0.583623"	"1.26e-01"	"-1.64"	"-4.937916"	"-4.88e-01"	"hsa-miR-16-2"	""
"vvi-miR3627_st"	"0.583623"	"1.26e-01"	"1.64"	"-4.937918"	"2.90e-01"	"vvi-MIR3627"	""
"mml-miR-362-3p_st"	"0.583682"	"1.26e-01"	"1.64"	"-4.938217"	"1.88e-01"	"mml-miR-362"	""
"hp_Rno-miR-3555_st"	"0.583682"	"1.26e-01"	"1.64"	"-4.938308"	"1.66e-01"	""	"stem-loop: Rno-miR-3555"
"cin-miR-4189-5p_st"	"0.583872"	"1.26e-01"	"1.63"	"-4.938872"	"1.70e-01"	"cin-miR-4189"	""
"tgu-miR-1784_st"	"0.583872"	"1.26e-01"	"-1.63"	"-4.938884"	"-2.21e-01"	"tgu-miR-1784"	""
"mdv1-miR-M3_st"	"0.583909"	"1.26e-01"	"-1.63"	"-4.939298"	"-2.22e-01"	"mdv1-miR-M3"	""
"osa-miR1861f_st"	"0.583909"	"1.26e-01"	"-1.63"	"-4.939397"	"-2.41e-01"	"osa-MIR1861f"	""
"dya-miR-310_st"	"0.583909"	"1.26e-01"	"-1.63"	"-4.939501"	"-3.47e-01"	"dya-miR-310"	""
"hp_mmu-miR-1960_st"	"0.583909"	"1.26e-01"	"-1.63"	"-4.939549"	"-1.64e-01"	""	"stem-loop: mmu-miR-1960"
"mtR-miR2671i_st"	"0.58394"	"1.26e-01"	"1.63"	"-4.939746"	"1.39e-01"	"mtR-MIR2671i"	""
"hp_Rno-miR-702_st"	"0.583959"	"1.26e-01"	"1.63"	"-4.940021"	"1.69e-01"	""	"stem-loop: Rno-miR-702"
"ENSG00000251959_st"	"0.583959"	"1.26e-01"	"1.63"	"-4.940605"	"2.48e-01"	""	"snoRNA: ENSG00000251959"
"cel-miR-2208b-5p_st"	"0.583959"	"1.26e-01"	"-1.63"	"-4.940664"	"-2.36e-01"	"cel-miR-2208b"	""
"bta-miR-2415_st"	"0.583959"	"1.26e-01"	"1.63"	"-4.940664"	"2.36e-01"	"bta-miR-2415"	""
"ppy-miR-598_st"	"0.583959"	"1.26e-01"	"1.63"	"-4.940942"	"2.28e-01"	"ppy-miR-598"	""
"Rno-miR-204-staR_st"	"0.583959"	"1.26e-01"	"-1.63"	"-4.940947"	"-3.51e-01"	"Rno-miR-204"	""
"bta-miR-34c_st"	"0.583959"	"1.26e-01"	"1.63"	"-4.941077"	"1.65e-01"	"bta-miR-34c"	""
"dme-miR-989-3p_st"	"0.583959"	"1.26e-01"	"1.63"	"-4.941221"	"1.77e-01"	"dme-miR-989"	""
"hp_hsa-miR-4767_st"	"0.583959"	"1.26e-01"	"1.63"	"-4.941299"	"2.24e-01"	""	"stem-loop: hsa-miR-4767"
"ENSG00000212300_st"	"0.583959"	"1.26e-01"	"-1.63"	"-4.941475"	"-1.58e-01"	""	"snoRNA: ENSG00000212300"
"gma-miR390b_st"	"0.583959"	"1.26e-01"	"-1.63"	"-4.941514"	"-1.78e-01"	"gma-MIR390b"	""
"gga-miR-1760_st"	"0.583959"	"1.26e-01"	"-1.63"	"-4.94161"	"-2.34e-01"	"gga-miR-1760"	""
"ame-miR-281_st"	"0.584057"	"1.26e-01"	"1.63"	"-4.9419"	"1.56e-01"	"ame-miR-281"	""
"xtR-miR-181a-1-staR_st"	"0.584101"	"1.26e-01"	"-1.63"	"-4.942117"	"-1.62e-01"	"xtR-miR-181a-1"	""
"mml-miR-34c-3p_st"	"0.584605"	"1.26e-01"	"-1.63"	"-4.943059"	"-1.81e-01"	"mml-miR-34c"	""
"sko-miR-29a_st"	"0.584605"	"1.27e-01"	"1.63"	"-4.943414"	"3.51e-01"	"sko-miR-29a"	""
"sme-miR-278_st"	"0.584605"	"1.27e-01"	"1.63"	"-4.943419"	"2.67e-01"	"sme-miR-278"	""
"oan-miR-181c-staR_st"	"0.584605"	"1.27e-01"	"-1.63"	"-4.943439"	"-2.20e-01"	"oan-miR-181c"	""
"Rno-miR-494-staR_st"	"0.584645"	"1.27e-01"	"-1.63"	"-4.943657"	"-2.00e-01"	"Rno-miR-494"	""
"hp_Rno-miR-483_st"	"0.584645"	"1.27e-01"	"-1.63"	"-4.943929"	"-1.32e-01"	""	"stem-loop: Rno-miR-483"
"osa-miR160a_st"	"0.584645"	"1.27e-01"	"-1.63"	"-4.944051"	"-3.30e-01"	"osa-MIR160a"	""
"ENSG00000252380_x_st"	"0.584645"	"1.27e-01"	"1.63"	"-4.944107"	"1.43e-01"	""	"snoRNA: ENSG00000252380"
"hp_hsa-miR-4482_st"	"0.584672"	"1.27e-01"	"-1.63"	"-4.944297"	"-1.86e-01"	""	"stem-loop: hsa-miR-4482"
"ptc-miR159c_st"	"0.584883"	"1.27e-01"	"-1.63"	"-4.944892"	"-1.62e-01"	"ptc-MIR159c"	""
"gga-miR-122b_st"	"0.584883"	"1.27e-01"	"-1.63"	"-4.944939"	"-3.25e-01"	"gga-miR-122b"	""
"bmo-miR-279b-staR_st"	"0.584883"	"1.27e-01"	"1.63"	"-4.945075"	"1.99e-01"	"bmo-miR-279b"	""
"ppy-miR-1322_st"	"0.584883"	"1.27e-01"	"1.63"	"-4.945205"	"2.83e-01"	"ppy-miR-1322"	""
"gma-miR156g_st"	"0.584899"	"1.27e-01"	"1.63"	"-4.945511"	"1.57e-01"	"gma-MIR156g"	""
"dRe-miR-138_st"	"0.584899"	"1.27e-01"	"1.63"	"-4.945581"	"4.64e-01"	"dRe-miR-138"	""
"hp_Rno-miR-874_st"	"0.584899"	"1.27e-01"	"-1.63"	"-4.945684"	"-1.53e-01"	""	"stem-loop: Rno-miR-874"
"ppy-let-7a_st"	"0.585034"	"1.27e-01"	"1.63"	"-4.946136"	"1.80e-01"	"ppy-let-7a-1 // ppy-let-7a-2 // ppy-let-7a-3"	""
"hp_hsa-miR-1204_st"	"0.585034"	"1.27e-01"	"1.63"	"-4.94618"	"1.71e-01"	""	"stem-loop: hsa-miR-1204"
"ebv-miR-BART21-5p_st"	"0.585071"	"1.27e-01"	"-1.63"	"-4.946556"	"-3.47e-01"	"ebv-miR-BART21"	""
"bma-miR-124_st"	"0.585071"	"1.27e-01"	"1.63"	"-4.946592"	"2.77e-01"	"bma-miR-124"	""
"ssc-miR-9-1_st"	"0.585071"	"1.27e-01"	"1.63"	"-4.946688"	"1.95e-01"	"ssc-miR-9-1"	""
"ppy-miR-193a-5p_st"	"0.585091"	"1.27e-01"	"-1.63"	"-4.946869"	"-5.28e-01"	"ppy-miR-193a"	""
"sme-miR-753b-3p_st"	"0.585563"	"1.27e-01"	"-1.63"	"-4.947686"	"-1.60e-01"	"sme-miR-753b"	""
"hp_hsa-miR-19b-1_st"	"0.585733"	"1.27e-01"	"-1.63"	"-4.948079"	"-1.56e-01"	""	"stem-loop: hsa-miR-19b-1"
"dme-miR-4983-3p_st"	"0.585909"	"1.27e-01"	"1.63"	"-4.948479"	"1.72e-01"	"dme-miR-4983"	""
"hsa-miR-19b-1-staR_st"	"0.585947"	"1.27e-01"	"1.63"	"-4.948749"	"1.40e-01"	"hsa-miR-19b-1"	""
"cbR-miR-90b-staR_st"	"0.585947"	"1.27e-01"	"-1.63"	"-4.948981"	"-1.65e-01"	"cbR-miR-90b"	""
"hp_hsa-miR-548i-1_s_st"	"0.585947"	"1.27e-01"	"-1.63"	"-4.948988"	"-2.28e-01"	""	"stem-loop: hsa-miR-548i-1"
"ENSG00000238474_x_st"	"0.585972"	"1.27e-01"	"-1.63"	"-4.949289"	"-2.22e-01"	""	"snoRNA: ENSG00000238474"
"dme-miR-7-5p_st"	"0.585972"	"1.27e-01"	"-1.63"	"-4.949326"	"-1.35e-01"	"dme-miR-7"	""
"gma-miR482a-3p_st"	"0.585984"	"1.28e-01"	"-1.63"	"-4.94965"	"-3.37e-01"	"gma-MIR482a"	""
"osa-miR812e_st"	"0.585984"	"1.28e-01"	"-1.63"	"-4.94987"	"-1.38e-01"	"osa-MIR812e"	""
"hp_hsa-miR-3120_s_st"	"0.585984"	"1.28e-01"	"-1.63"	"-4.949878"	"-2.06e-01"	""	"stem-loop: hsa-miR-3120"
"gma-miR4367_st"	"0.585984"	"1.28e-01"	"1.63"	"-4.950118"	"1.58e-01"	"gma-MIR4367"	""
"bmo-miR-316_st"	"0.585984"	"1.28e-01"	"-1.63"	"-4.950198"	"-1.64e-01"	"bmo-miR-316"	""
"dme-miR-307a-3p_st"	"0.585984"	"1.28e-01"	"-1.63"	"-4.950253"	"-1.57e-01"	"dme-miR-307a"	""
"lla-miR-124a_st"	"0.586059"	"1.28e-01"	"1.63"	"-4.950527"	"1.88e-01"	"lla-miR-124a"	""
"oan-miR-1405-staR_st"	"0.586059"	"1.28e-01"	"1.63"	"-4.950662"	"2.06e-01"	"oan-miR-1405"	""
"hp_hsa-miR-4427_st"	"0.586206"	"1.28e-01"	"-1.63"	"-4.951174"	"-1.69e-01"	""	"stem-loop: hsa-miR-4427"
"mmu-miR-129-2-3p_st"	"0.586206"	"1.28e-01"	"-1.63"	"-4.951291"	"-1.84e-01"	"mmu-miR-129-2"	""
"eca-miR-1898_st"	"0.586206"	"1.28e-01"	"1.63"	"-4.951323"	"2.42e-01"	"eca-miR-1898"	""
"sbi-miR169j_st"	"0.586238"	"1.28e-01"	"1.63"	"-4.951572"	"1.83e-01"	"sbi-MIR169j"	""
"cel-miR-255_st"	"0.586238"	"1.28e-01"	"-1.63"	"-4.951671"	"-1.64e-01"	"cel-miR-255"	""
"mmu-miR-30b_st"	"0.586241"	"1.28e-01"	"1.63"	"-4.951902"	"3.41e-01"	"mmu-miR-30b"	""
"nve-miR-2040a-staR_st"	"0.586241"	"1.28e-01"	"1.63"	"-4.951978"	"1.92e-01"	"nve-miR-2040a-1 // nve-miR-2040a-2"	""
"dsi-miR-2c_st"	"0.58627"	"1.28e-01"	"-1.63"	"-4.95217"	"-2.30e-01"	"dsi-miR-2c"	""
"ENSG00000238416_x_st"	"0.586356"	"1.28e-01"	"-1.62"	"-4.952521"	"-1.62e-01"	""	"snoRNA: ENSG00000238416"
"hsv1-miR-H8-staR_st"	"0.586356"	"1.28e-01"	"-1.62"	"-4.952594"	"-1.95e-01"	"hsv1-miR-H8"	""
"oan-miR-16c_st"	"0.586474"	"1.28e-01"	"-1.62"	"-4.952911"	"-2.97e-01"	"oan-miR-16c"	""
"tcc-miR156c_st"	"0.587043"	"1.28e-01"	"1.62"	"-4.954124"	"1.83e-01"	"tcc-MIR156c"	""
"cin-miR-281-staR_st"	"0.587043"	"1.28e-01"	"1.62"	"-4.954196"	"1.56e-01"	"cin-miR-281"	""
"hsa-miR-26a_st"	"0.587043"	"1.28e-01"	"1.62"	"-4.954303"	"2.09e-01"	"hsa-miR-26a-1 // hsa-miR-26a-2"	""
"zma-miR2118a_st"	"0.587043"	"1.28e-01"	"-1.62"	"-4.954317"	"-1.54e-01"	"zma-MIR2118a"	""
"gma-miR171a_st"	"0.587877"	"1.28e-01"	"-1.62"	"-4.955638"	"-1.68e-01"	"gma-MIR171a"	""
"ssc-miR-146a_st"	"0.58793"	"1.28e-01"	"1.62"	"-4.955864"	"1.98e-01"	"ssc-miR-146a"	""
"ptc-miR475d_st"	"0.588202"	"1.29e-01"	"-1.62"	"-4.956397"	"-1.52e-01"	"ptc-MIR475d"	""
"hp_mmu-miR-669i_st"	"0.588514"	"1.29e-01"	"-1.62"	"-4.956985"	"-1.32e-01"	""	"stem-loop: mmu-miR-669i"
"oaR-miR-544-5p_st"	"0.588556"	"1.29e-01"	"-1.62"	"-4.95722"	"-4.54e-01"	"oaR-miR-544"	""
"dme-miR-4985-5p_st"	"0.588556"	"1.29e-01"	"-1.62"	"-4.957392"	"-1.48e-01"	"dme-miR-4985"	""
"Rno-miR-324-3p_st"	"0.588556"	"1.29e-01"	"-1.62"	"-4.957496"	"-2.81e-01"	"Rno-miR-324"	""
"Rno-miR-489-staR_st"	"0.588785"	"1.29e-01"	"1.62"	"-4.957968"	"1.62e-01"	"Rno-miR-489"	""
"ptR-miR-128_st"	"0.588945"	"1.29e-01"	"1.62"	"-4.958342"	"4.69e-01"	"ptR-miR-128-1 // ptR-miR-128-2"	""
"dse-miR-79_st"	"0.589702"	"1.29e-01"	"-1.62"	"-4.959554"	"-2.63e-01"	"dse-miR-79"	""
"ENSG00000200545_st"	"0.589757"	"1.29e-01"	"-1.62"	"-4.959993"	"-2.06e-01"	""	"snoRNA: ENSG00000200545"
"ptc-miR396f_st"	"0.589757"	"1.29e-01"	"-1.62"	"-4.960075"	"-1.75e-01"	"ptc-MIR396f"	""
"hp_mmu-miR-743b_st"	"0.589757"	"1.29e-01"	"-1.62"	"-4.960082"	"-1.67e-01"	""	"stem-loop: mmu-miR-743b"
"Rco-miR156b_st"	"0.589788"	"1.29e-01"	"1.62"	"-4.960276"	"1.59e-01"	"Rco-MIR156b"	""
"bfl-miR-182b-staR_st"	"0.590066"	"1.29e-01"	"-1.62"	"-4.960816"	"-2.26e-01"	"bfl-miR-182b"	""
"ENSG00000252740_st"	"0.590066"	"1.29e-01"	"1.62"	"-4.960965"	"1.40e-01"	""	"snoRNA: ENSG00000252740"
"ENSG00000251822_st"	"0.590097"	"1.29e-01"	"-1.62"	"-4.961534"	"-2.06e-01"	""	"snoRNA: ENSG00000251822"
"aly-miR399g_st"	"0.590097"	"1.29e-01"	"-1.62"	"-4.961575"	"-1.59e-01"	"aly-MIR399g"	""
"bta-miR-763_st"	"0.590097"	"1.29e-01"	"1.62"	"-4.961805"	"1.99e-01"	"bta-miR-763"	""
"mmu-miR-148b_st"	"0.590097"	"1.29e-01"	"1.62"	"-4.962022"	"4.99e-01"	"mmu-miR-148b"	""
"hsa-miR-196a_st"	"0.590097"	"1.29e-01"	"-1.62"	"-4.962024"	"-1.59e-01"	"hsa-miR-196a-1 // hsa-miR-196a-2"	""
"osa-miR444b.1_st"	"0.590097"	"1.29e-01"	"1.62"	"-4.962049"	"1.52e-01"	"osa-MIR444b"	""
"api-miR-3034_st"	"0.590097"	"1.29e-01"	"-1.62"	"-4.96226"	"-2.41e-01"	"api-miR-3034-1 // api-miR-3034-2"	""
"nve-miR-2024e-staR_st"	"0.590097"	"1.30e-01"	"-1.62"	"-4.962535"	"-3.91e-01"	"nve-miR-2024e-1 // nve-miR-2024e-2 // nve-miR-2024e-3"	""
"cin-miR-4000d-5p_st"	"0.590097"	"1.30e-01"	"1.62"	"-4.962617"	"1.58e-01"	"cin-miR-4000d"	""
"ENSG00000238772_x_st"	"0.590097"	"1.30e-01"	"-1.62"	"-4.962731"	"-2.40e-01"	""	"snoRNA: ENSG00000238772"
"ssc-miR-425-5p_st"	"0.590097"	"1.30e-01"	"-1.62"	"-4.962832"	"-2.16e-01"	"ssc-miR-425"	""
"ENSG00000212228_st"	"0.590097"	"1.30e-01"	"-1.62"	"-4.962922"	"-1.65e-01"	""	"snoRNA: ENSG00000212228"
"ame-miR-1175_st"	"0.590097"	"1.30e-01"	"-1.62"	"-4.963056"	"-1.65e-01"	"ame-miR-1175"	""
"deR-miR-279_st"	"0.590097"	"1.30e-01"	"1.62"	"-4.963112"	"1.70e-01"	"deR-miR-279"	""
"lla-miR-26a_st"	"0.590502"	"1.30e-01"	"1.62"	"-4.963828"	"1.98e-01"	"lla-miR-26a"	""
"bmo-miR-13b-staR_st"	"0.590633"	"1.30e-01"	"-1.62"	"-4.964161"	"-2.76e-01"	"bmo-miR-13b"	""
"fRu-miR-338_st"	"0.590677"	"1.30e-01"	"1.62"	"-4.964536"	"1.29e-01"	"fRu-miR-338"	""
"hp_mmu-miR-20a_st"	"0.590677"	"1.30e-01"	"-1.62"	"-4.964719"	"-1.57e-01"	""	"stem-loop: mmu-miR-20a"
"ptR-miR-645_st"	"0.590677"	"1.30e-01"	"1.62"	"-4.96481"	"1.59e-01"	"ptR-miR-645"	""
"xtR-miR-133b_st"	"0.590677"	"1.30e-01"	"1.62"	"-4.964822"	"2.23e-01"	"xtR-miR-133b"	""
"gga-miR-1634_st"	"0.59072"	"1.30e-01"	"1.62"	"-4.965091"	"1.50e-01"	"gga-miR-1634"	""
"esi-miR3451_st"	"0.59072"	"1.30e-01"	"1.62"	"-4.965215"	"2.66e-01"	"esi-MIR3451"	""
"hsa-miR-875-3p_st"	"0.59072"	"1.30e-01"	"1.62"	"-4.965558"	"2.41e-01"	"hsa-miR-875"	""
"aga-miR-8_st"	"0.59072"	"1.30e-01"	"-1.62"	"-4.965755"	"-2.21e-01"	"aga-miR-8"	""
"mmu-miR-1247-staR_st"	"0.59072"	"1.30e-01"	"-1.62"	"-4.965757"	"-3.10e-01"	"mmu-miR-1247"	""
"cin-miR-3598-3p_st"	"0.59072"	"1.30e-01"	"-1.62"	"-4.96578"	"-1.75e-01"	"cin-miR-3598"	""
"ENSG00000200706_x_st"	"0.59077"	"1.30e-01"	"-1.62"	"-4.966"	"-2.31e-01"	""	"snoRNA: ENSG00000200706"
"sme-miR-124b-staR_st"	"0.591111"	"1.30e-01"	"-1.61"	"-4.966883"	"-1.72e-01"	"sme-miR-124b"	""
"mml-miR-98_st"	"0.591111"	"1.30e-01"	"1.61"	"-4.966948"	"1.81e-01"	"mml-miR-98"	""
"cin-miR-4006f-5p_st"	"0.591111"	"1.30e-01"	"-1.61"	"-4.967091"	"-1.69e-01"	"cin-miR-4006f"	""
"hp_mmu-miR-20b_st"	"0.591111"	"1.30e-01"	"-1.61"	"-4.967214"	"-1.68e-01"	""	"stem-loop: mmu-miR-20b"
"Rco-miR167a_st"	"0.591111"	"1.30e-01"	"1.61"	"-4.967223"	"2.06e-01"	"Rco-MIR167a"	""
"ppt-miR1028c-3p_st"	"0.59141"	"1.30e-01"	"1.61"	"-4.967952"	"1.79e-01"	"ppt-MIR1028c"	""
"cRe-miR1155_st"	"0.59141"	"1.30e-01"	"1.61"	"-4.968338"	"2.59e-01"	"cRe-MIR1155"	""
"cel-miR-2209b_st"	"0.59141"	"1.30e-01"	"1.61"	"-4.968364"	"2.15e-01"	"cel-miR-2209b"	""
"xtR-miR-125b_st"	"0.59141"	"1.30e-01"	"1.61"	"-4.968378"	"2.61e-01"	"xtR-miR-125b-1 // xtR-miR-125b-2"	""
"smo-miR1109_st"	"0.59141"	"1.30e-01"	"-1.61"	"-4.968445"	"-2.38e-01"	"smo-MIR1109"	""
"hp_hsa-miR-3908_st"	"0.59141"	"1.30e-01"	"1.61"	"-4.968536"	"1.91e-01"	""	"stem-loop: hsa-miR-3908"
"mtR-miR398a_st"	"0.591458"	"1.31e-01"	"-1.61"	"-4.969028"	"-3.46e-01"	"mtR-MIR398a"	""
"oan-miR-1346_st"	"0.591458"	"1.31e-01"	"1.61"	"-4.969049"	"2.70e-01"	"oan-miR-1346"	""
"ptc-miR390b_st"	"0.591458"	"1.31e-01"	"1.61"	"-4.969132"	"1.84e-01"	"ptc-MIR390b"	""
"bna-miR2111a_st"	"0.591458"	"1.31e-01"	"-1.61"	"-4.969199"	"-1.48e-01"	"bna-MIR2111a"	""
"hsa-miR-4443_st"	"0.591543"	"1.31e-01"	"-1.61"	"-4.969484"	"-7.37e-01"	"hsa-miR-4443"	""
"ptR-miR-140_st"	"0.591543"	"1.31e-01"	"1.61"	"-4.97001"	"2.10e-01"	"ptR-miR-140"	""
"hsa-miR-4760-5p_st"	"0.591543"	"1.31e-01"	"-1.61"	"-4.970056"	"-2.00e-01"	"hsa-miR-4760"	""
"ppy-miR-7_st"	"0.591543"	"1.31e-01"	"-1.61"	"-4.970208"	"-2.10e-01"	"ppy-miR-7-1 // ppy-miR-7-2 // ppy-miR-7-3"	""
"hp_hsa-miR-3605_st"	"0.591543"	"1.31e-01"	"1.61"	"-4.970217"	"1.72e-01"	""	"stem-loop: hsa-miR-3605"
"aly-miR842_st"	"0.591543"	"1.31e-01"	"-1.61"	"-4.970359"	"-2.22e-01"	"aly-MIR842"	""
"hp_mmu-miR-1896_st"	"0.591543"	"1.31e-01"	"1.61"	"-4.970362"	"1.62e-01"	""	"stem-loop: mmu-miR-1896"
"zma-miR395f-staR_st"	"0.59174"	"1.31e-01"	"1.61"	"-4.97084"	"1.24e-01"	"zma-MIR395f"	""
"dme-miR-307a-5p_st"	"0.59174"	"1.31e-01"	"-1.61"	"-4.970933"	"-2.69e-01"	"dme-miR-307a"	""
"tca-miR-3820-3p_st"	"0.59237"	"1.31e-01"	"-1.61"	"-4.971958"	"-1.76e-01"	"tca-miR-3820"	""
"dRe-miR-724_st"	"0.592467"	"1.31e-01"	"-1.61"	"-4.972242"	"-1.69e-01"	"dRe-miR-724"	""
"ENSG00000199977_st"	"0.592563"	"1.31e-01"	"-1.61"	"-4.972635"	"-2.23e-01"	""	"snoRNA: ENSG00000199977"
"hp_mmu-miR-1903_st"	"0.592563"	"1.31e-01"	"1.61"	"-4.972673"	"1.33e-01"	""	"stem-loop: mmu-miR-1903"
